kdrama_name,tags
Possessed,detective male lead
Possessed, eccentric male lead
Possessed, strong female lead
Possessed, ghostseeing female lead
Possessed, special power
Possessed, ghostseeing male lead
Possessed, shamanism
Possessed, obsession
Possessed, serial killer
Possessed, psychic female lead 
Potato Star 2013QR3,rich manpoor woman
Potato Star 2013QR3, neighbors relationship
Potato Star 2013QR3, family 
Pots of Gold,
Precious Family,unhealthy mains relationship
Precious Family, married couple
Precious Family, divorce
Precious Family, autism
Precious Family, friends to lovers
Precious Family, multiple couples 
Pride and Prejudice,prosecutor female lead
Pride and Prejudice, prosecutor male lead
Pride and Prejudice, arrogant male lead
Pride and Prejudice, multiple mains
Pride and Prejudice, mean male lead
Pride and Prejudice, love triangle
Pride and Prejudice, investigation 
Priest,church setting
Priest, exorcist male lead
Priest, priest supporting character
Priest, priest male lead
Priest, psychiatrist supporting character
Priest, detective supporting character
Priest, nurse supporting character
Priest, doctor supporting character
Priest, doctor female lead
Priest, catholicism in korea 
Prime Minister & I,prime minister
Prime Minister & I, contract relationship
Prime Minister & I, journalism
Prime Minister & I, older manyounger woman
Prime Minister & I, single father male lead
Prime Minister & I, marriage
Prime Minister & I, death of a parent
Prime Minister & I, car accident
Prime Minister & I, age gap drama life
Prime Minister & I, age gap real life 
Princess Aurora,soap opera
Princess Aurora, second chance
Princess Aurora, riches to rags
Princess Aurora, unrequited love
Princess Aurora, marriage 
Princess Hours,innocent female lead
Princess Hours, prince male lead
Princess Hours, cheerful female lead
Princess Hours, arrogant male lead
Princess Hours, cold male lead
Princess Hours, noble mancommon woman
Princess Hours, alternate universe
Princess Hours, airhead female lead
Princess Hours, royalty
Princess Hours, eccentric female lead 
Prison Playbook,prison
Prison Playbook, bromance
Prison Playbook, wrongfully accused
Prison Playbook, life lesson
Prison Playbook, slight romance
Prison Playbook, strong male lead
Prison Playbook, character development
Prison Playbook, murder
Prison Playbook, baseball
Prison Playbook, black comedy 
Private Lives,fraud
Private Lives, corruption
Private Lives, swindling
Private Lives, secret organization
Private Lives, marriage
Private Lives, lovers to enemies
Private Lives, espionage
Private Lives, detective agency
Private Lives, enemies to friends
Private Lives, conspiracy 
Protect the Boss,bossemployee relationship
Protect the Boss, strong female lead
Protect the Boss, sismance
Protect the Boss, love square
Protect the Boss, phobia
Protect the Boss, eccentric male lead
Protect the Boss, childish male lead
Protect the Boss, exgirlfriend comes back
Protect the Boss, sassy female lead
Protect the Boss, male chases female first 
Psychopath Diary,black comedy
Psychopath Diary, amnesia
Psychopath Diary, personality change
Psychopath Diary, nice male lead
Psychopath Diary, misunderstanding
Psychopath Diary, wrongfully accused
Psychopath Diary, investigation
Psychopath Diary, murder
Psychopath Diary, smart female lead
Psychopath Diary, policewoman 
Punch,corruption
Punch, terminal illness
Punch, strong female lead
Punch, power struggle
Punch, morally ambiguous male lead
Punch, prosecutor female lead
Punch, prosecutor male lead
Punch, greed
Punch, married couple
Punch, fatherdaughter relationship 
Pure Love,
Pure Pumpkin Flower,hardship
Pure Pumpkin Flower, cheerful female lead
Pure Pumpkin Flower, chasing a dream
Pure Pumpkin Flower, bright female lead
Pure Pumpkin Flower, soap opera
Pure Pumpkin Flower, deception
Pure Pumpkin Flower, fatherdaughter relationship
Pure Pumpkin Flower, strong female lead 
Que Sera Sera,self redemption
Que Sera Sera, redemption
Que Sera Sera, nice female lead
Que Sera Sera, rich female lead
Que Sera Sera, playboy male lead
Que Sera Sera, naive female lead
Que Sera Sera, jealousy
Que Sera Sera, enemies to lovers
Que Sera Sera, contract relationship
Que Sera Sera, character development 
Queen and I,time travel
Queen and I, smart male lead
Queen and I, joseon dynasty
Queen and I, calm male lead
Queen and I, nice male lead
Queen and I, amnesia
Queen and I, height difference
Queen and I, famous leadcommon lead
Queen and I, past and present
Queen and I, fate 
Queen for Seven Days,joseon dynasty
Queen for Seven Days, sibling rivalry
Queen for Seven Days, lying
Queen for Seven Days, revenge
Queen for Seven Days, first love
Queen for Seven Days, strong female lead
Queen for Seven Days, love triangle
Queen for Seven Days, royalty
Queen for Seven Days, jealousy
Queen for Seven Days, drama 
Queen of Mystery,crime solving duo
Queen of Mystery, smart female lead
Queen of Mystery, tough male lead
Queen of Mystery, badass male lead
Queen of Mystery, badass female lead
Queen of Mystery, teamwork
Queen of Mystery, sassy female lead
Queen of Mystery, strong female lead
Queen of Mystery, murder
Queen of Mystery, best friends relationship 
Queen of Mystery 2,slight romance
Queen of Mystery 2, best friends relationship
Queen of Mystery 2, police department setting
Queen of Mystery 2, housewife female lead
Queen of Mystery 2, detective male lead
Queen of Mystery 2, investigator female lead
Queen of Mystery 2, badass male lead
Queen of Mystery 2, badass female lead
Queen of Mystery 2, crime solving duo
Queen of Mystery 2, orphan female lead 
Queen: Love and War,joseon dynasty
Queen: Love and War, revenge
Queen: Love and War, power struggle
Queen: Love and War, competition
Queen: Love and War, hidden identity
Queen: Love and War, flashback to past
Queen: Love and War, male chases female first
Queen: Love and War, murder
Queen: Love and War, first love
Queen: Love and War, amnesia 
Quiz of God,forensic medical examiner male lead
Quiz of God, strong female lead
Quiz of God, murder
Quiz of God, nice male lead
Quiz of God, investigation
Quiz of God, slight romance
Quiz of God, obsessivecompulsive disorder
Quiz of God, disability
Quiz of God, workplace setting
Quiz of God, neurosurgeon male lead 
Racket Boys,badminton
Racket Boys, sport club
Racket Boys, boarding house
Racket Boys, rural life
Racket Boys, working mom
Racket Boys, tough female lead
Racket Boys, tough male lead
Racket Boys, slight romance
Racket Boys, multiple mains
Racket Boys, carefree female lead 
Radiant Office,office worker
Radiant Office, terminal illness
Radiant Office, misunderstanding
Radiant Office, nice female lead
Radiant Office, hardworking male lead
Radiant Office, hardworking female lead
Radiant Office, teamwork
Radiant Office, smart male lead
Radiant Office, strong female lead
Radiant Office, bossemployee relationship 
Radio Romance,possessive male lead
Radio Romance, male chases female first
Radio Romance, famous leadcommon lead
Radio Romance, selfish mother
Radio Romance, weak female lead
Radio Romance, motherdaughter relationship
Radio Romance, first love
Radio Romance, cold manwarm woman
Radio Romance, love triangle
Radio Romance, obsessive male lead 
Rain or Shine,trauma
Rain or Shine, healing
Rain or Shine, survivor guilt
Rain or Shine, hardworking female lead
Rain or Shine, strong female lead
Rain or Shine, tearjerker
Rain or Shine, hardworking male lead
Rain or Shine, phobia
Rain or Shine, flashback to past
Rain or Shine, second chance 
Record of Youth,dysfunctional family
Record of Youth, family relationship
Record of Youth, hardworking male lead
Record of Youth, family pressure
Record of Youth, love triangle
Record of Youth, grandpagrandson relationship
Record of Youth, strong female lead
Record of Youth, modeling
Record of Youth, nice male lead
Record of Youth, hardworking female lead 
Red Shoes,soap opera
Red Shoes, selfish mother
Red Shoes, revenge
Red Shoes, greed
Red Shoes, rich manpoor woman
Red Shoes, female centered plot
Red Shoes, death of a mother
Red Shoes, death of a father
Red Shoes, selfish female lead
Red Shoes, first love returns 
Reflection of You,unhealthy mains relationship
Reflection of You, female rivalry
Reflection of You, revenge
Reflection of You, obsession
Reflection of You, suspense
Reflection of You, writer female lead
Reflection of You, painter female lead
Reflection of You, teacher female lead
Reflection of You, unreliable narrator
Reflection of You, adapted from  short story 
Remarriage & Desires,infidelity
Remarriage & Desires, revenge
Remarriage & Desires, marriage
Remarriage & Desires, miniseries
Remarriage & Desires, professor female lead
Remarriage & Desires, company president ceo male lead
Remarriage & Desires, single mother female lead
Remarriage & Desires, married life
Remarriage & Desires, divorced male lead
Remarriage & Desires, divorced female lead 
Remember,
Replay: The Moment,web series
Replay: The Moment, love triangle
Replay: The Moment, nice female lead
Replay: The Moment, jealousy
Replay: The Moment, multiple mains
Replay: The Moment, high school
Replay: The Moment, strong female lead
Replay: The Moment, student
Replay: The Moment, multiple couples
Replay: The Moment, nice male lead 
Reply Series,multiple couples
Reply Series, nostalgia
Reply Series, poor family
Reply Series, love triangle
Reply Series, heartfelt
Reply Series, high school
Reply Series, motherson relationship
Reply Series, coming of age
Reply Series, bromance
Reply Series, poor female lead 
Reply 1988,multiple couples
Reply 1988, nostalgia
Reply 1988, poor family
Reply 1988, love triangle
Reply 1988, heartfelt
Reply 1988, high school
Reply 1988, motherson relationship
Reply 1988, coming of age
Reply 1988, bromance
Reply 1988, poor female lead 
Reply 1994,love triangle
Reply 1994, s
Reply 1994, student
Reply 1994, unrequited love
Reply 1994, bromance
Reply 1994, sismance
Reply 1994, multiple couples
Reply 1994, marriage
Reply 1994, nostalgia
Reply 1994, childhood friends relationship 
Reply 1997,high school
Reply 1997, s
Reply 1997, first love
Reply 1997, friends to lovers
Reply 1997, bromance
Reply 1997, love square
Reply 1997, unrequited love
Reply 1997, love triangle
Reply 1997, male chases female first
Reply 1997, strong female lead 
Reset,prosecutor male lead
Reset, investigation
Reset, miniseries
Reset, death
Reset, murder
Reset, amnesia 
Resurrection,identical twin male lead
Resurrection, police officer male lead
Resurrection, car accident
Resurrection, forbidden love
Resurrection, soap opera
Resurrection, hidden identity
Resurrection, revenge
Resurrection, suspense 
Return,strong female lead
Return, revenge
Return, tragic past
Return, murder
Return, drug addiction
Return, infidelity
Return, childhood friends relationship
Return, police department setting
Return, teacher supporting character
Return, lawyer female lead 
Reunited Worlds,supernatural power
Reunited Worlds, reincarnation
Reunited Worlds, older womanyounger man
Reunited Worlds, superhuman strength
Reunited Worlds, love triangle
Reunited Worlds, deception
Reunited Worlds, comedy 
Reverse,hatred
Reverse, deception
Reverse, lying
Reverse, revenge 
Revolutionary Love,childhood friends relationship
Revolutionary Love, office worker female lead
Revolutionary Love, heir male lead
Revolutionary Love, company president ceo male lead
Revolutionary Love, cheerful female lead
Revolutionary Love, airhead male lead
Revolutionary Love, benevolent mother
Revolutionary Love, strict father
Revolutionary Love, dorky male lead
Revolutionary Love, spoiled male lead 
Revolutionary Sisters,suspense
Revolutionary Sisters, rape
Revolutionary Sisters, death
Revolutionary Sisters, murder
Revolutionary Sisters, guitarist male lead
Revolutionary Sisters, musician male lead
Revolutionary Sisters, singer male lead
Revolutionary Sisters, public officer
Revolutionary Sisters, strict parent
Revolutionary Sisters, civil servant 
Rich Man,prosopagnosia
Rich Man, rich manpoor woman
Rich Man, eccentric male lead
Rich Man, prodigy
Rich Man, mdl remake
Rich Man, pathetic female lead
Rich Man, entrepreneur
Rich Man, weak female lead
Rich Man, slow burn romance
Rich Man, friendship 
Righteous Love,marriage
Righteous Love, carpenter male lead
Righteous Love, researcher male lead
Righteous Love, doctor supporting character
Righteous Love, teacher male lead
Righteous Love, abusive in laws
Righteous Love, extramarital affair
Righteous Love, car accident
Righteous Love, slow burn story
Righteous Love, eccentric female lead 
Risky Romance,cold manwarm woman
Risky Romance, eccentric female lead
Risky Romance, cohabitation
Risky Romance, hospital setting
Risky Romance, surgeon male lead
Risky Romance, doctor female lead
Risky Romance, doctor male lead
Risky Romance, arrogant male lead
Risky Romance, death of a friend
Risky Romance, death 
River Where the Moon Rises,strong female lead
River Where the Moon Rises, smart female lead
River Where the Moon Rises, three kingdoms of korea
River Where the Moon Rises, female lead action scenes
